Title,Company,Location,Salary,Type,Category
Junior Analyst,Bloomin Brands,"Remote in Tampa, FL 33607",,,data analyst
Junior Analyst,Disney Streaming,"New York, NY
+8 locations",,Full-time,data analyst
Junior Analyst,VNS Health,"Manhattan, NY",Estimated $52.3K - $66.3K a year,Full-time,data analyst
Junior Analyst,Capgemini,"Universal City, CA",,Contract,data analyst
Junior Analyst,Community Tech Alliance,Remote,,Full-time,data analyst
Junior Analyst,RealPage,"Remote in Richardson, TX 75082
+1 location",Estimated $52K - $65.8K a year,Full-time,data analyst
Junior Analyst,Food52,Remote,Estimated $79.6K - $101K a year,Full-time,data analyst
Junior Analyst,Credit Acceptance,Remote,,Full-time,data analyst
Data Analyst,Shaker,Remote,Estimated $79.1K - $100K a year,,data analyst
Data Analyst,Bluecore,"+1 location
Remote",Estimated $78.5K - $99.5K a year,,data analyst
Data Analyst,Hospital for Special Surgery,"New York, NY 10021
(Upper East Side area)",,Full-time,data analyst
Data Analyst,TMF Health Quality Institute,Remote,Estimated $56.1K - $71.1K a year,Full-time,data analyst
Data Analyst,Caterpillar,"Chicago, IL 60622
(West Town area)",,Full-time,data analyst
Data Analyst,MIT,"Cambridge, MA 02139
(MIT area)",,Full-time,data analyst
Data Analyst,WelBeHealth,"+2 locations
Remote",,,data analyst
Data Analyst,Food52,Remote,Estimated $79.6K - $101K a year,Full-time,data analyst
Data Analyst,Craneware,"+1 location
Remote",Estimated $67.4K - $85.4K a year,Full-time,data analyst
Data Analyst,Tenneco Inc.,"Southfield, MI 48034",,,data analyst
Data Analyst,Steward Health Care,"Westwood, MA 02090
+1 location",,Full-time,data analyst
Data Analyst,Scientific Games,"McCook, IL
+1 location",,Full-time,data analyst
Data Analyst,New York Medical College,"Valhalla, NY 10595",Estimated $59K - $74.8K a year,Full-time,data analyst
Data Analyst,PointClickCare,Remote,,Full-time,data analyst
Data Analyst,Agama Solutions,"+1 location
Remote",Estimated $83.8K - $106K a year,"Full-time
+1",data analyst
Data Analyst,Shaker,Remote,Estimated $79.1K - $100K a year,,data analyst
Data Analyst,New York Medical College,"Valhalla, NY 10595",Estimated $59K - $74.8K a year,Full-time,data analyst
Data Analyst,EXOS,Remote,,Full-time,data analyst
Data Analyst,Agama Solutions,"+12 locations
Remote",Estimated $55.2K - $69.8K a year,Contract,data analyst
Data Analyst,Agama Solutions,"+1 location
Remote",Estimated $83.8K - $106K a year,"Full-time
+1",data analyst
Data Analyst,Coordinated Care Services Inc,"Remote in Rochester, NY 14611",Estimated $59.5K - $75.3K a year,Full-time,data analyst
Data Analyst,Albertus Magnus College,"New Haven, CT",Estimated $53K - $67.2K a year,Full-time,data analyst
Data Analyst,Asendia Management SAS,Remote,Estimated $56.7K - $71.7K a year,Full-time,data analyst
Data Analyst,RoundGlass,Remote,,Full-time,data analyst
Data Analyst,PointClickCare,Remote,,Full-time,data analyst
Data Analyst,Temple University Health System,"Philadelphia, PA 19129
(Tioga area)",,Full-time,data analyst
Data Analyst,NexInfo Solutions,"+1 location
Remote",Estimated $74.3K - $94.1K a year,Full-time,data analyst
Data Analyst,KCAS,Remote,Estimated $54K - $68.4K a year,Full-time,data analyst
Data Analyst,Stanislaus County,"Stanislaus County, CA",,Full-time,data analyst
Data Analyst,"Gametime United, Inc.",Remote,Estimated $63.1K - $79.9K a year,Full-time,data analyst
Research Data Analyst Associate,Baldwin Risk Partners,Remote,Estimated $121K - $153K a year,Full-time,data analyst
Research Data Analyst Associate,Northwestern University,"Remote in Chicago, IL
+5 locations",,,data analyst
Research Data Analyst Associate,Microsoft,"Redmond, WA 98052
(Overlake area)
+1 location",,Full-time,data analyst
Research Data Analyst Associate,Piper Companies,"Reston, VA
+5 locations",,,data analyst
Research Data Analyst Associate,Uber,"New York, NY 10007
(Financial District area)
+3 locations",,Full-time,data analyst
Research Data Analyst Associate,Paramount,"New York, NY 10036",,Full-time,data analyst
Research Data Analyst Associate,"University of Maryland, Baltimore","Baltimore, MD",,Full-time,data analyst
Research Data Analyst Associate,Logikcull,Remote,Estimated $76K - $96.2K a year,Full-time,data analyst
Research Data Analyst Associate,University of Washington,"Seattle, WA 98195
(University District area)
+10 locations",,,data analyst
Research Data Analyst Associate,Stellantis,"+1 location
Remote",,,data analyst
Research Data Analyst Associate,Washington University in St Louis,"Clayton, MO 63105
+2 locations",,Full-time,data analyst
Research Data Analyst Associate,Brambles Group,"Hybrid remote in Orlando, FL",,Full-time,data analyst
Research Data Analyst Associate,Arcadis,"Remote in Clifton Park, NY 12065",,Full-time,data analyst
Research Data Analyst Associate,VNS Health,"Manhattan, NY
+1 location",Estimated $59.7K - $75.5K a year,Full-time,data analyst
Research Data Analyst Associate,Vanguard,"Malvern, PA",,,data analyst
Data Analyst,Elkay Manufacturing,"Remote in Ogden, UT 84404
+1 location",Estimated $76.7K - $97.1K a year,Full-time,data analyst
Data Analyst,WelBeHealth,"+2 locations
Remote",,,data analyst
Data Analyst,Humanity,"St. Louis, MO",Estimated $40.6K - $51.4K a year,Full-time,data analyst
Data Analyst,Cerner Corporation,"Remote in Kansas City, MO
+2 locations",,,data analyst
Data Analyst,University of California San Francisco,"San Francisco, CA 94143
(Inner Sunset area)
+4 locations",,Full-time,data analyst
Data Analyst,Northwell Health,"Manhasset, NY 11030
+6 locations",,Full-time,data analyst
Data Analyst,The Coca-Cola Company,"Atlanta, GA 30313
(Downtown area)",,Full-time,data analyst
Data Analyst,University of Washington,"Seattle, WA 98195
(University District area)
+10 locations",,,data analyst
Data Analyst,Scientific Games,"McCook, IL
+1 location",,Full-time,data analyst
Data Analyst,BairesDev,"Remote in Los Angeles, CA",Estimated $71.4K - $90.4K a year,,data analyst
Data Analyst,L3Harris Technologies,"Remote in United States
+2 locations",,,data analyst
Data Analyst,Centers for Disease Control and Prevention,"Atlanta, GA 30333",,"Full-time
+1",data analyst
Data Analyst,TikTok,"Seattle, WA
+6 locations",Estimated $76.1K - $96.3K a year,,data analyst
Data Analyst,Stanislaus County,"Stanislaus County, CA",,Full-time,data analyst
Data Analyst,Ann & Robert H. Lurie Children’s Hospital of...,"Chicago, IL 60611
(Streeterville area)",,,data analyst
Connected Vehicle Data Analyst,Stellantis,"+1 location
Remote",,,data analyst
Connected Vehicle Data Analyst,Tenneco Inc.,"Southfield, MI 48034",,,data analyst
Connected Vehicle Data Analyst,Amex,"Sunrise, FL
+3 locations",,,data analyst
Connected Vehicle Data Analyst,Frontier,Remote,,,data analyst
Connected Vehicle Data Analyst,Pinterest,Remote,,,data analyst
Connected Vehicle Data Analyst,TechTarget,Remote,Estimated $63.2K - $80K a year,Full-time,data analyst
Connected Vehicle Data Analyst,TikTok,"Seattle, WA
+6 locations",Estimated $76.1K - $96.3K a year,,data analyst
Connected Vehicle Data Analyst,Microsoft,"Redmond, WA 98052
(Overlake area)
+1 location",,Full-time,data analyst
Connected Vehicle Data Analyst,Salesloft,"Remote in New York, NY
+1 location",Estimated $99K - $125K a year,,data analyst
Connected Vehicle Data Analyst,BairesDev,"Remote in Los Angeles, CA",Estimated $71.4K - $90.4K a year,,data analyst
Connected Vehicle Data Analyst,Vanguard,"Malvern, PA",,,data analyst
Connected Vehicle Data Analyst,"Gametime United, Inc.",Remote,Estimated $63.1K - $79.9K a year,Full-time,data analyst
Connected Vehicle Data Analyst,Temple University Health System,"Philadelphia, PA 19129
(Tioga area)",,Full-time,data analyst
Connected Vehicle Data Analyst,Logikcull,Remote,Estimated $76K - $96.2K a year,Full-time,data analyst
Connected Vehicle Data Analyst,Shaker,Remote,Estimated $79.1K - $100K a year,,data analyst
Strategy Analyst,Paramount,"New York, NY 10036",,Full-time,data analyst
Strategy Analyst,Blue Cross and Blue Shield Association,"Chicago, IL 60601
(The Loop area)",,"Full-time
+1",data analyst
Strategy Analyst,Frontier,Remote,,,data analyst
Strategy Analyst,Aleut Federal,"USAF Academy, CO 80840",,Full-time,data analyst
Strategy Analyst,WebBank,"Summit, NJ",Estimated $72.2K - $91.4K a year,,data analyst
Strategy Analyst,Graphic Products,"Beaverton, OR 97005
(Denny Whitford - Raleigh West area)",,Full-time,data analyst
Strategy Analyst,KBR,"Chantilly, VA",,Full-time,data analyst
Strategy Analyst,NORC at the University of Chicago,"Chicago, IL
+4 locations",,Full-time,data analyst
Strategy Analyst,Ivy Rehab,"Brooklyn, NY 11215
(Park Slope area)
+5 locations",Estimated $54.8K - $69.4K a year,"Full-time
+1",data analyst
Strategy Analyst,Agama Solutions,"+2 locations
Remote",,Contract,data analyst
Strategy Analyst,Stanislaus County,"Stanislaus County, CA",,Full-time,data analyst
Strategy Analyst,Grainger,"Lake Forest, IL 60045",,,data analyst
Strategy Analyst,"University of Maryland, Baltimore","Baltimore, MD",,Full-time,data analyst
Strategy Analyst,Mark Anthony Brewing Inc.,"Chicago, IL 60661
(Near West Side area)",Estimated $72.8K - $92.2K a year,Full-time,data analyst
Strategy Analyst,NYC Careers,"Brooklyn, NY
+2 locations",,"Day shift
+1",data analyst
Data Analyst,VNS Health,"Manhattan, NY
+1 location",Estimated $59.7K - $75.5K a year,Full-time,data analyst
Data Analyst,MassMutual,"Remote in Boston, MA 02124
+3 locations",,Full-time,data analyst
Data Analyst,Doximity,"Remote in New York, NY",,,data analyst
Data Analyst,"Amyris, Inc.","+1 location
Remote",Estimated $65.1K - $82.5K a year,Full-time,data analyst
Data Analyst,Foot Locker,"Remote in New York, NY 10120",,Full-time,data analyst
Data Analyst,Assurant,"Remote
+4 locations",,,data analyst
Data Analyst,Unis Company,"Buena Park, CA 90620",Estimated $60.3K - $76.3K a year,,data analyst
Data Analyst,"Gametime United, Inc.",Remote,Estimated $63.1K - $79.9K a year,Full-time,data analyst
Data Analyst,University of California San Francisco,"San Francisco, CA 94143
(Inner Sunset area)
+4 locations",,Full-time,data analyst
Data Analyst,National Oilwell Varco,"Conroe, TX 77303
+1 location",,Full-time,data analyst
Data Analyst,Blue Cross and Blue Shield Association,"Chicago, IL 60601
(The Loop area)",,"Full-time
+1",data analyst
Data Analyst,Simplicity Consulting,"Kirkland, WA 98033
(Houghton area)",Estimated $72.6K - $92K a year,Full-time,data analyst
Data Analyst,Frontier,Remote,,,data analyst
Data Analyst,Ascension,"Remote in Chicago, IL 60661",,Full-time,data analyst
Data Analyst,Olink,"Waltham, MA 02452",Estimated $61.8K - $78.2K a year,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Amazon Advertising LLC,"New York, NY",,"Full-time
+1",data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Aaron's,"Remote in Atlanta, GA",,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Intone Networks,"+9 locations
Remote",Estimated $108K - $137K a year,Contract,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",CME Management,"Hybrid remote in Chicago, IL",Estimated $67.1K - $84.9K a year,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",CBRE,"Denver, CO 80202
(Union Station area)
+4 locations",,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Blue Cross and Blue Shield Association,"Chicago, IL 60601
(The Loop area)",,"Full-time
+1",data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Uber,"New York, NY 10007
(Financial District area)
+3 locations",,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Linesight,"Seattle, WA",Estimated $65.9K - $83.5K a year,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Disney Streaming,"New York, NY",,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...","Amyris, Inc.","+1 location
Remote",Estimated $65.1K - $82.5K a year,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",American Arbitration Association,"Buffalo, NY 14202
(Central Business District area)",,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Disney Streaming,"New York, NY
+3 locations",,,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",The Parking Spot,"Hybrid remote in Chicago, IL 60606",Estimated $68.1K - $86.3K a year,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Omni Air International,"Tulsa, OK 74115
(Tulsa International Airport area)",Estimated $48.6K - $61.6K a year,Full-time,data analyst
"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",National Oilwell Varco,"Conroe, TX 77303
+1 location",,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),The Parking Spot,"Hybrid remote in Chicago, IL 60606",Estimated $68.1K - $86.3K a year,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Heluna Health,"Remote in United States
+3 locations",Estimated $41.3K - $52.3K a year,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),CBRE,"Denver, CO 80202
(Union Station area)
+4 locations",,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),BOEING,"Tukwila, WA
+4 locations",,,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Blue Federal Credit Union,"Cheyenne, WY 82001",,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Paramount+,"New York, NY 10016
(Gramercy area)
+2 locations",,"Full-time
+1",data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Frontdoor,"Remote in Denver, CO 80238
+5 locations",Estimated $85.4K - $108K a year,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),HealthVerity,Remote,Estimated $86.5K - $110K a year,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),TMF Health Quality Institute,Remote,Estimated $68.6K - $86.8K a year,Full-time,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Lunge Marketing,"Redmond, WA 98052
(Downtown area)",Estimated $61.5K - $77.9K a year,,data analyst
Lab Reporting Analyst (CalREDIE) (Remote),Humanity,"Chicago, IL",Estimated $55K - $69.6K a year,Full-time,data analyst
